No of DDE-Post,No of DDEs,Session-ID,Student-ID,Total Time(mins)
2,1,"""E1C4D-Feb21-16-43-05"")","""E1C4D""",0.6333333333333333
3,39,"""E1C4D-Feb21-16-43-54"")","""E1C4D""",4.55
2,1,"""E1C4D-Feb21-16-48-40"")","""E1C4D""",0.8166666666666667
7,61,"""E1C4D-Feb21-16-49-42"")","""E1C4D""",35.1
2,1,"""E1C4D-Feb21-17-25-17"")","""E1C4D""",0.7166666666666667
3,38,"""E21F9-Apr12-11-42-07"")","""E21F9""",0.35
4,17,"""E268B-Feb21-19-07-43"")","""E268B""",8.816666666666666
3,18,"""E268B-Feb21-19-16-50"")","""E268B""",0.15
3,27,"""E268B-Feb21-19-17-10"")","""E268B""",0.3333333333333333
3,29,"""E268B-Feb21-19-17-52"")","""E268B""",5.633333333333333
3,53,"""E268B-Feb21-19-23-53"")","""E268B""",0.23333333333333334
3,27,"""E268B-Feb21-19-24-19"")","""E268B""",0.35
3,40,"""E268B-Feb21-19-24-56"")","""E268B""",2.8
3,33,"""E268B-Feb21-19-28-54"")","""E268B""",10.033333333333333
3,27,"""E268B-Feb21-19-49-28"")","""E268B""",0.5166666666666667
5,73,"""E268B-Feb21-19-50-19"")","""E268B""",58.61666666666667
2,1,"""E1C4D-Feb21-20-56-07"")","""E1C4D""",0.8666666666666667
2,1,"""E1C4D-Feb21-20-57-09"")","""E1C4D""",0.7833333333333333
2,1,"""E1C4D-Feb21-20-58-04"")","""E1C4D""",0.6333333333333333
2,1,"""E1C4D-Feb21-20-58-52"")","""E1C4D""",0.6666666666666666
3,42,"""E1C4D-Feb21-20-59-39"")","""E1C4D""",2.6166666666666667
3,31,"""E1C8F-Apr12-15-26-19"")","""E1C8F""",0.35
7,39,"""E1C8F-Apr12-15-26-53"")","""E1C8F""",12.783333333333333
4,22,"""E2EA7-Feb21-21-34-34"")","""E2EA7""",6.65
3,30,"""E1C8F-Apr12-15-40-07"")","""E1C8F""",12.666666666666666
3,53,"""E1C8F-Apr12-15-53-08"")","""E1C8F""",0.4166666666666667
3,28,"""E1C8F-Apr12-15-54-49"")","""E1C8F""",0.5166666666666667
7,22,"""E1C8F-Apr12-15-55-33"")","""E1C8F""",7.15
4,16,"""E268B-Feb21-22-17-12"")","""E268B""",3.8666666666666667
3,27,"""E268B-Feb21-22-21-38"")","""E268B""",1.0666666666666667
3,41,"""E268B-Feb21-22-23-01"")","""E268B""",5.9
3,27,"""E268B-Feb21-22-29-04"")","""E268B""",0.95
5,62,"""E268B-Feb21-22-30-15"")","""E268B""",9.05
3,6,"""E268B-Feb21-22-39-33"")","""E268B""",0.8666666666666667
3,53,"""E268B-Feb21-22-40-39"")","""E268B""",1.8666666666666667
3,29,"""E268B-Feb21-22-42-44"")","""E268B""",5.583333333333333
3,52,"""E268B-Feb21-22-48-33"")","""E268B""",0.2833333333333333
3,45,"""E268B-Feb21-22-48-59"")","""E268B""",1.7666666666666666
3,44,"""E2A4B-Mar20-22-53-47"")","""E2A4B""",2.216666666666667
4,11,"""E268B-Feb21-22-51-14"")","""E268B""",4.55
3,45,"""E268B-Feb21-22-56-07"")","""E268B""",0.6166666666666667
4,48,"""E2A4B-Mar20-22-56-16"")","""E2A4B""",3.1166666666666667
3,73,"""E2A4B-Mar20-22-59-41"")","""E2A4B""",3.55
3,65,"""E2A4B-Mar20-23-03-45"")","""E2A4B""",4.783333333333333
4,90,"""E2A4B-Mar20-23-08-44"")","""E2A4B""",5.166666666666667
8,53,"""E268B-Feb21-22-56-52"")","""E268B""",17.866666666666667
3,7,"""E268B-Apr12-19-46-33"")","""E268B""",2.3833333333333333
3,7,"""E268B-Apr12-19-49-05"")","""E268B""",1.6833333333333333
3,7,"""E268B-Apr12-19-50-56"")","""E268B""",0.8166666666666667
3,7,"""E268B-Apr12-19-51-53"")","""E268B""",1.1
3,7,"""E268B-Apr12-19-53-31"")","""E268B""",2.283333333333333
3,7,"""E268B-Apr12-19-55-56"")","""E268B""",2.1
3,7,"""E268B-Apr12-19-58-10"")","""E268B""",0.7666666666666667
3,7,"""E268B-Apr12-19-59-04"")","""E268B""",0.4166666666666667
3,7,"""E268B-Apr12-19-59-38"")","""E268B""",6.766666666666667
3,7,"""E268B-Apr12-20-06-40"")","""E268B""",0.4166666666666667
3,7,"""E268B-Apr12-20-07-20"")","""E268B""",1.1
3,18,"""E2AE7-Apr12-20-09-20"")","""E2AE7""",3.4833333333333334
3,7,"""E268B-Apr12-20-11-04"")","""E268B""",4.0
6,63,"""E2AE7-Apr12-20-13-01"")","""E2AE7""",14.216666666666667
3,35,"""E2AE7-Apr12-20-27-44"")","""E2AE7""",4.0
14,52,"""E2AE7-Apr12-20-32-14"")","""E2AE7""",13.583333333333334
6,27,"""E1515-Apr12-22-23-43"")","""E1515""",7.166666666666667
4,27,"""E1515-Apr12-22-31-16"")","""E1515""",3.3166666666666664
3,13,"""E1515-Apr12-22-34-50"")","""E1515""",1.65
8,111,"""E1515-Apr12-22-36-49"")","""E1515""",27.133333333333333
6,45,"""E1515-Apr12-23-04-32"")","""E1515""",10.066666666666666
4,79,"""E1515-Apr12-23-14-51"")","""E1515""",17.783333333333335
3,26,"""E1515-Apr12-23-40-02"")","""E1515""",0.25
4,76,"""E1515-Apr12-23-40-35"")","""E1515""",18.65
10,38,"""E1515-Apr12-23-59-30"")","""E1515""",8.15
3,8,"""E1515-Apr13-00-07-57"")","""E1515""",0.9333333333333333
3,15,"""E1515-Apr13-00-11-56"")","""E1515""",0.8
3,7,"""E1515-Apr13-00-12-54"")","""E1515""",1.2333333333333334
3,12,"""E1515-Apr13-00-14-22"")","""E1515""",0.5833333333333334
3,10,"""E1515-Apr13-00-15-07"")","""E1515""",0.6333333333333333
3,8,"""E1515-Apr13-00-16-06"")","""E1515""",0.8166666666666667
3,8,"""E1515-Apr13-00-17-04"")","""E1515""",0.36666666666666664
3,8,"""E1515-Apr13-00-17-36"")","""E1515""",0.6
3,10,"""E1515-Apr13-00-18-22"")","""E1515""",0.6333333333333333
3,8,"""E1515-Apr13-00-19-09"")","""E1515""",1.0333333333333334
3,8,"""E1515-Apr13-00-20-21"")","""E1515""",0.6166666666666667
3,12,"""E1515-Apr13-00-21-07"")","""E1515""",0.5333333333333333
3,12,"""E1515-Apr13-00-21-49"")","""E1515""",0.65
3,8,"""E1515-Apr13-00-22-40"")","""E1515""",0.5
3,7,"""E1515-Apr13-00-23-21"")","""E1515""",0.85
3,7,"""E1515-Apr13-00-24-21"")","""E1515""",0.4666666666666667
3,7,"""E1515-Apr13-00-24-59"")","""E1515""",0.36666666666666664
3,7,"""E1515-Apr13-00-25-52"")","""E1515""",0.35
3,6,"""E1515-Apr13-00-26-23"")","""E1515""",0.7333333333333333
3,8,"""E1515-Apr13-00-27-17"")","""E1515""",0.6166666666666667
3,8,"""E1515-Apr13-00-28-04"")","""E1515""",0.48333333333333334
3,24,"""E1515-Apr13-00-29-28"")","""E1515""",0.21666666666666667
3,21,"""E1515-Apr13-00-29-50"")","""E1515""",0.2
3,39,"""E1515-Apr13-00-30-33"")","""E1515""",0.3
3,3,"""E1887-Apr13-00-23-50"")","""E1887""",7.3
3,3,"""E20A9-Apr13-00-31-59"")","""E20A9""",0.43333333333333335
3,3,"""E20A9-Apr13-00-33-36"")","""E20A9""",0.3
3,6,"""E20A9-Apr13-00-34-56"")","""E20A9""",0.6666666666666666
3,31,"""E20A9-Apr13-00-36-33"")","""E20A9""",1.7833333333333332
3,7,"""E20A9-Apr13-00-39-26"")","""E20A9""",0.55
3,7,"""E20A9-Apr13-00-40-16"")","""E20A9""",0.5333333333333333
3,7,"""E20A9-Apr13-00-41-03"")","""E20A9""",0.45
3,7,"""E20A9-Apr13-00-41-42"")","""E20A9""",0.6333333333333333
3,7,"""E20A9-Apr13-00-42-33"")","""E20A9""",0.6166666666666667
3,7,"""E20A9-Apr13-00-43-32"")","""E20A9""",0.5
3,7,"""E20A9-Apr13-00-44-12"")","""E20A9""",0.5
3,7,"""E20A9-Apr13-00-44-50"")","""E20A9""",0.5
3,7,"""E20A9-Apr13-00-45-37"")","""E20A9""",0.8
3,7,"""E20A9-Apr13-00-47-56"")","""E20A9""",0.4666666666666667
3,7,"""E20A9-Apr13-00-48-35"")","""E20A9""",0.55
3,7,"""E20A9-Apr13-00-49-20"")","""E20A9""",0.6666666666666666
3,6,"""E20A9-Apr13-00-50-13"")","""E20A9""",0.5166666666666667
3,6,"""E20A9-Apr13-00-50-52"")","""E20A9""",0.43333333333333335
3,6,"""E20A9-Apr13-00-51-29"")","""E20A9""",0.43333333333333335
3,6,"""E20A9-Apr13-00-52-24"")","""E20A9""",0.48333333333333334
3,6,"""E20A9-Apr13-00-53-24"")","""E20A9""",0.43333333333333335
3,6,"""E20A9-Apr13-00-53-58"")","""E20A9""",0.48333333333333334
3,6,"""E20A9-Apr13-00-54-37"")","""E20A9""",0.8
3,23,"""E20A9-Apr13-00-56-47"")","""E20A9""",2.183333333333333
3,30,"""E20A9-Apr13-00-59-29"")","""E20A9""",1.5
3,36,"""E20A9-Apr13-01-01-10"")","""E20A9""",2.6833333333333336
3,50,"""E20A9-Apr13-01-05-10"")","""E20A9""",0.48333333333333334
3,7,"""E1887-Apr13-01-06-02"")","""E1887""",0.26666666666666666
3,7,"""E1887-Apr13-01-06-24"")","""E1887""",0.18333333333333332
3,7,"""E1887-Apr13-01-06-43"")","""E1887""",0.65
3,7,"""E1887-Apr13-01-07-33"")","""E1887""",0.3
3,7,"""E1887-Apr13-01-08-23"")","""E1887""",0.2833333333333333
3,7,"""E1887-Apr13-01-08-51"")","""E1887""",0.1
3,7,"""E1887-Apr13-01-09-05"")","""E1887""",0.21666666666666667
3,7,"""E1887-Apr13-01-09-27"")","""E1887""",0.15
3,9,"""E1887-Apr13-01-10-59"")","""E1887""",0.5833333333333334
3,7,"""E1887-Apr13-01-11-42"")","""E1887""",0.31666666666666665
3,7,"""E1887-Apr13-01-12-08"")","""E1887""",0.13333333333333333
3,7,"""E1887-Apr13-01-12-24"")","""E1887""",0.13333333333333333
3,7,"""E1887-Apr13-01-12-45"")","""E1887""",0.23333333333333334
3,7,"""E1887-Apr13-01-13-07"")","""E1887""",0.2
3,6,"""E1887-Apr13-01-13-28"")","""E1887""",0.16666666666666666
3,6,"""E1887-Apr13-01-13-45"")","""E1887""",0.15
3,6,"""E1887-Apr13-01-14-04"")","""E1887""",0.3333333333333333
3,6,"""E1887-Apr13-01-14-32"")","""E1887""",0.31666666666666665
3,6,"""E1887-Apr13-01-14-59"")","""E1887""",0.31666666666666665
3,6,"""E1887-Apr13-01-15-27"")","""E1887""",0.21666666666666667
3,7,"""E1887-Apr13-01-15-48"")","""E1887""",0.21666666666666667
4,17,"""E1887-Apr13-01-16-28"")","""E1887""",2.1666666666666665
3,8,"""E1887-Apr13-01-18-47"")","""E1887""",1.1666666666666667
3,9,"""E1887-Apr13-01-20-07"")","""E1887""",0.8666666666666667
3,29,"""E1887-Apr13-01-21-24"")","""E1887""",5.05
4,21,"""E1887-Apr13-01-26-46"")","""E1887""",2.066666666666667
3,9,"""E1887-Apr13-01-29-02"")","""E1887""",0.5166666666666667
6,41,"""E1887-Apr13-01-29-48"")","""E1887""",6.0
3,43,"""E1635-Feb22-09-17-36"")","""E1635""",3.2666666666666666
3,36,"""E1971-Feb22-09-21-47"")","""E1971""",7.483333333333333
4,45,"""E1971-Feb22-09-29-35"")","""E1971""",13.366666666666667
3,29,"""E1971-Feb22-09-43-24"")","""E1971""",4.883333333333333
3,25,"""E1971-Feb22-09-48-34"")","""E1971""",2.533333333333333
3,15,"""E1971-Feb22-09-51-24"")","""E1971""",0.6666666666666666
3,15,"""E1971-Feb22-09-52-32"")","""E1971""",1.2333333333333334
3,45,"""E1635-Feb22-09-54-52"")","""E1635""",2.35
3,48,"""E1971-Feb22-09-58-16"")","""E1971""",3.85
5,64,"""E1971-Feb22-10-02-24"")","""E1971""",15.75
3,31,"""E1971-Feb22-10-18-59"")","""E1971""",0.8166666666666667
4,64,"""E1971-Feb22-10-20-04"")","""E1971""",1.8
3,48,"""E1971-Feb22-10-22-05"")","""E1971""",6.85
3,26,"""E1971-Feb22-10-29-11"")","""E1971""",3.3333333333333335
3,32,"""E1635-Feb22-10-33-47"")","""E1635""",1.4166666666666667
3,37,"""E1635-Feb22-10-35-23"")","""E1635""",1.1666666666666667
3,33,"""E1971-Feb22-10-37-32"")","""E1971""",3.35
7,44,"""E1971-Feb22-10-41-14"")","""E1971""",9.4
3,28,"""E1971-Feb22-10-51-37"")","""E1971""",0.35
9,78,"""E1971-Feb22-10-52-25"")","""E1971""",27.366666666666667
3,22,"""E1971-Feb22-11-20-10"")","""E1971""",0.25
3,22,"""E1971-Feb22-11-20-38"")","""E1971""",0.21666666666666667
3,22,"""E1971-Feb22-11-21-03"")","""E1971""",0.25
3,18,"""E1971-Feb22-11-21-43"")","""E1971""",0.23333333333333334
3,26,"""E1971-Feb22-11-22-11"")","""E1971""",0.35
3,28,"""E1971-Feb22-11-22-45"")","""E1971""",0.4666666666666667
3,29,"""E1971-Feb22-11-23-27"")","""E1971""",7.733333333333333
3,27,"""E1635-Feb22-11-31-59"")","""E1635""",0.6666666666666666
3,31,"""E1971-Feb22-11-33-21"")","""E1971""",3.15
3,54,"""E1971-Feb22-11-36-47"")","""E1971""",0.25
3,21,"""E1971-Feb22-11-37-17"")","""E1971""",0.43333333333333335
3,40,"""E1971-Feb22-11-38-04"")","""E1971""",1.95
3,42,"""E1971-Feb22-11-40-21"")","""E1971""",0.6833333333333333
3,40,"""E1971-Feb22-11-41-58"")","""E1971""",0.35
3,41,"""E1971-Feb22-11-42-36"")","""E1971""",0.9666666666666667
3,58,"""E1971-Feb22-11-43-53"")","""E1971""",0.36666666666666664
3,49,"""E1971-Feb22-11-44-39"")","""E1971""",0.2833333333333333
3,32,"""E1971-Feb22-11-45-12"")","""E1971""",0.35
3,28,"""E1971-Feb22-11-45-49"")","""E1971""",0.55
3,10,"""E224D-Feb22-11-50-42"")","""E224D""",12.0
3,10,"""E224D-Feb22-12-02-57"")","""E224D""",0.4166666666666667
3,14,"""E224D-Feb22-12-03-28"")","""E224D""",1.3333333333333333
3,16,"""E224D-Feb22-12-04-59"")","""E224D""",0.9333333333333333
5,17,"""E2A81-Apr13-07-31-49"")","""E2A81""",2.2333333333333334
3,25,"""E2A81-Apr13-07-34-31"")","""E2A81""",1.8666666666666667
5,28,"""E2A81-Apr13-07-40-07"")","""E2A81""",2.1666666666666665
4,24,"""E2A81-Apr13-07-43-56"")","""E2A81""",1.9833333333333334
3,13,"""E2A81-Apr13-07-46-03"")","""E2A81""",0.8666666666666667
3,13,"""E17E5-Feb22-13-42-29"")","""E17E5""",2.45
3,16,"""E17E5-Feb22-13-45-08"")","""E17E5""",1.8833333333333333
3,63,"""E1FCB-Feb22-13-46-13"")","""E1FCB""",2.283333333333333
3,25,"""E17E5-Feb22-13-47-18"")","""E17E5""",3.3
3,31,"""E17E5-Feb22-13-51-00"")","""E17E5""",3.5833333333333335
3,68,"""E1FCB-Feb22-13-55-33"")","""E1FCB""",2.783333333333333
3,28,"""E1FCB-Feb22-13-58-32"")","""E1FCB""",0.4166666666666667
4,33,"""E17E5-Feb22-13-55-00"")","""E17E5""",8.016666666666667
4,28,"""E17E5-Feb22-14-03-36"")","""E17E5""",3.9833333333333334
3,15,"""E17E5-Feb22-14-07-57"")","""E17E5""",0.43333333333333335
3,40,"""E17E5-Feb22-14-08-42"")","""E17E5""",0.31666666666666665
3,34,"""E17E5-Feb22-14-09-14"")","""E17E5""",0.2
3,38,"""E1FCB-Feb22-14-15-14"")","""E1FCB""",1.6
6,32,"""E17E5-Feb22-14-10-02"")","""E17E5""",11.116666666666667
6,33,"""E17E5-Feb22-14-21-45"")","""E17E5""",4.7
5,23,"""E2A81-Apr13-08-32-27"")","""E2A81""",2.15
4,33,"""E2A81-Apr13-08-35-15"")","""E2A81""",2.45
5,34,"""E2A81-Apr13-08-38-17"")","""E2A81""",1.6333333333333333
3,33,"""E2A81-Apr13-08-40-28"")","""E2A81""",1.0
12,97,"""E17E5-Feb22-14-26-46"")","""E17E5""",23.966666666666665
3,29,"""E17E5-Feb22-14-51-49"")","""E17E5""",6.533333333333333
3,18,"""E2967-Feb22-14-59-20"")","""E2967""",2.6833333333333336
3,21,"""E2967-Feb22-15-02-17"")","""E2967""",0.18333333333333332
3,21,"""E2967-Feb22-15-07-06"")","""E2967""",0.1
3,61,"""E17E5-Feb22-14-58-39"")","""E17E5""",9.333333333333334
3,28,"""E2967-Feb22-15-09-21"")","""E2967""",1.9666666666666668
4,17,"""E224D-Feb22-15-09-06"")","""E224D""",3.15
4,32,"""E17E5-Feb22-15-08-22"")","""E17E5""",4.233333333333333
3,3,"""E2691-Feb22-15-12-08"")","""E2691""",0.9
3,3,"""E2691-Feb22-15-13-44"")","""E2691""",0.3333333333333333
3,29,"""E2691-Feb22-15-16-44"")","""E2691""",3.966666666666667
3,28,"""E2967-Feb22-15-21-25"")","""E2967""",0.18333333333333332
3,28,"""E2967-Feb22-15-21-47"")","""E2967""",0.26666666666666666
3,3,"""E2967-Feb22-15-22-16"")","""E2967""",0.16666666666666666
7,76,"""E224D-Feb22-15-12-26"")","""E224D""",12.833333333333334
3,51,"""E2691-Feb22-15-22-56"")","""E2691""",2.6833333333333336
3,51,"""E2691-Feb22-15-25-55"")","""E2691""",0.4166666666666667
3,29,"""E2691-Feb22-15-27-26"")","""E2691""",0.6333333333333333
3,36,"""E16B9-Feb22-15-26-27"")","""E16B9""",1.8666666666666667
3,51,"""E2691-Feb22-15-28-48"")","""E2691""",0.5833333333333334
4,23,"""E1C1D-Feb22-15-24-43"")","""E1C1D""",10.35
10,62,"""E224D-Feb22-15-25-38"")","""E224D""",10.25
3,72,"""E1FCB-Feb22-15-42-44"")","""E1FCB""",1.5833333333333335
6,42,"""E224D-Feb22-15-36-07"")","""E224D""",9.666666666666666
3,41,"""E1FCB-Feb22-15-45-48"")","""E1FCB""",0.9666666666666667
5,49,"""E2967-Feb22-15-27-36"")","""E2967""",21.216666666666665
3,37,"""E2691-Feb22-15-49-10"")","""E2691""",1.2166666666666668
3,37,"""E2691-Feb22-15-50-37"")","""E2691""",0.75
3,52,"""E2691-Feb22-15-51-50"")","""E2691""",1.6166666666666667
3,51,"""E2691-Feb22-15-54-37"")","""E2691""",3.45
3,54,"""E2691-Feb22-15-58-17"")","""E2691""",1.2166666666666668
4,101,"""E224D-Feb22-15-46-11"")","""E224D""",15.3
3,56,"""E2691-Feb22-16-00-09"")","""E2691""",1.4166666666666667
5,153,"""E2A4B-Mar21-15-55-32"")","""E2A4B""",9.8
3,49,"""E2691-Feb22-16-01-57"")","""E2691""",1.65
5,54,"""E2A4B-Mar21-16-05-45"")","""E2A4B""",2.3666666666666667
5,60,"""E224D-Feb22-16-01-39"")","""E224D""",6.05
5,60,"""E1FCB-Feb22-15-48-30"")","""E1FCB""",22.2
4,113,"""E2A4B-Mar21-16-08-19"")","""E2A4B""",5.916666666666667
5,104,"""E2A4B-Mar21-16-14-27"")","""E2A4B""",5.3
8,44,"""E2967-Feb22-16-04-21"")","""E2967""",17.516666666666666
3,197,"""E2A4B-Mar21-16-19-58"")","""E2A4B""",9.333333333333334
4,32,"""E2967-Feb22-16-22-56"")","""E2967""",12.8
6,113,"""E1FCB-Feb22-16-12-08"")","""E1FCB""",25.05
9,67,"""E1FCB-Feb22-16-37-59"")","""E1FCB""",9.7
4,47,"""E2967-Feb22-16-40-14"")","""E2967""",12.3
3,51,"""E2691-Feb22-16-53-13"")","""E2691""",0.4166666666666667
8,64,"""E1515-Feb22-16-36-11"")","""E1515""",17.783333333333335
3,59,"""E2A39-Feb22-17-11-33"")","""E2A39""",0.3333333333333333
3,43,"""E2967-Feb22-16-57-14"")","""E2967""",13.383333333333333
5,40,"""E2A39-Feb22-17-12-05"")","""E2A39""",13.233333333333333
3,45,"""E2967-Feb22-17-12-40"")","""E2967""",18.783333333333335
3,54,"""E2691-Feb22-17-31-45"")","""E2691""",0.9333333333333333
9,62,"""E2A39-Feb22-17-25-30"")","""E2A39""",17.416666666666668
3,63,"""E2A39-Feb22-17-43-49"")","""E2A39""",0.1
3,61,"""E2967-Feb22-17-32-52"")","""E2967""",2.466666666666667
3,43,"""E2A39-Feb22-17-44-07"")","""E2A39""",9.95
6,67,"""E2967-Feb22-17-38-53"")","""E2967""",22.55
3,56,"""E2691-Feb22-18-01-53"")","""E2691""",0.7833333333333333
3,63,"""E2967-Feb22-18-02-50"")","""E2967""",6.416666666666667
11,55,"""E2A81-Feb22-18-24-36"")","""E2A81""",8.583333333333334
5,14,"""E2D63-Feb22-18-31-37"")","""E2D63""",5.6
3,16,"""E2D63-Feb22-18-37-52"")","""E2D63""",1.0833333333333333
3,24,"""E2D63-Feb22-18-39-08"")","""E2D63""",1.8
3,29,"""E2D63-Feb22-18-41-12"")","""E2D63""",3.2
12,118,"""E2A81-Feb22-18-33-28"")","""E2A81""",11.366666666666667
6,29,"""E1515-Feb22-18-38-57"")","""E1515""",8.1
4,66,"""E2A81-Feb22-18-45-18"")","""E2A81""",4.35
4,18,"""E2A81-Apr13-12-51-43"")","""E2A81""",2.0166666666666666
4,36,"""E2D63-Feb22-18-44-34"")","""E2D63""",8.0
3,27,"""E2A81-Apr13-12-54-25"")","""E2A81""",1.95
3,5,"""E21F9-Apr13-12-56-06"")","""E21F9""",0.36666666666666664
3,3,"""E21F9-Apr13-12-56-40"")","""E21F9""",0.5333333333333333
3,3,"""E21F9-Apr13-12-57-24"")","""E21F9""",0.3333333333333333
7,103,"""E2A81-Feb22-18-50-10"")","""E2A81""",8.616666666666667
3,71,"""E26A9-Feb22-18-59-43"")","""E26A9""",2.1166666666666667
4,18,"""E2D63-Feb22-19-01-00"")","""E2D63""",4.55
3,133,"""E2A81-Feb22-18-59-24"")","""E2A81""",7.783333333333333
3,27,"""E2A81-Feb22-19-07-22"")","""E2A81""",0.23333333333333334
3,93,"""E1ADF-Feb22-19-03-05"")","""E1ADF""",4.533333333333333
3,8,"""E18C9-Apr13-13-11-45"")","""E18C9""",1.8
5,57,"""E2D63-Feb22-19-05-47"")","""E2D63""",5.783333333333333
3,8,"""E18C9-Apr13-13-13-49"")","""E18C9""",1.5333333333333332
4,28,"""E2D63-Feb22-19-11-46"")","""E2D63""",2.1
4,44,"""E2967-Feb22-18-09-56"")","""E2967""",65.9
3,7,"""E18C9-Apr13-13-17-48"")","""E18C9""",2.4166666666666665
3,3,"""E2691-Feb22-19-17-24"")","""E2691""",0.4
5,33,"""E2D63-Feb22-19-14-02"")","""E2D63""",3.9166666666666665
3,7,"""E18C9-Apr13-13-20-31"")","""E18C9""",0.7666666666666667
3,51,"""E2691-Feb22-19-19-13"")","""E2691""",0.5
8,88,"""E2A81-Feb22-19-17-01"")","""E2A81""",5.883333333333333
3,14,"""E2A81-Feb22-19-23-13"")","""E2A81""",1.4333333333333333
3,71,"""E2D63-Feb22-19-18-09"")","""E2D63""",7.716666666666667
3,27,"""E2D63-Feb22-19-26-04"")","""E2D63""",0.26666666666666666
10,93,"""E2A81-Feb22-19-24-47"")","""E2A81""",4.0
5,33,"""E1C1D-Feb22-18-30-24"")","""E1C1D""",82.08333333333333
7,26,"""E1C1D-Feb22-19-58-09"")","""E1C1D""",11.583333333333334
6,27,"""E1C1D-Feb22-20-10-06"")","""E1C1D""",24.8
3,3,"""E1887-Feb22-20-40-53"")","""E1887""",0.11666666666666667
4,22,"""E1C1D-Feb22-20-35-22"")","""E1C1D""",7.733333333333333
3,45,"""E2025-Feb22-20-43-27"")","""E2025""",1.1
3,13,"""E2613-Feb22-20-47-44"")","""E2613""",1.3
3,32,"""E1C1D-Feb22-20-43-20"")","""E1C1D""",6.783333333333333
3,16,"""E2613-Feb22-20-49-14"")","""E2613""",1.1166666666666667
3,24,"""E2613-Feb22-20-50-35"")","""E2613""",2.0833333333333335
3,29,"""E2613-Feb22-20-53-01"")","""E2613""",2.5
3,29,"""E1C1D-Feb22-20-54-08"")","""E1C1D""",4.9
5,27,"""E1C1D-Feb22-20-59-17"")","""E1C1D""",8.1
4,33,"""E2613-Feb22-20-55-44"")","""E2613""",18.033333333333335
4,34,"""E1C1D-Feb22-21-08-18"")","""E1C1D""",10.25
3,27,"""E1C1D-Feb22-21-18-56"")","""E1C1D""",7.25
3,33,"""E1C1D-Feb22-21-29-32"")","""E1C1D""",2.6166666666666667
3,6,"""E18C9-Apr13-15-36-44"")","""E18C9""",1.05
3,6,"""E18C9-Apr13-15-38-39"")","""E18C9""",0.9833333333333333
3,9,"""E18C9-Apr13-15-39-46"")","""E18C9""",2.3833333333333333
4,14,"""E1647-Feb22-21-37-52"")","""E1647""",2.25
3,9,"""E18C9-Apr13-15-42-19"")","""E18C9""",3.6833333333333336
3,7,"""E18C9-Apr13-15-46-09"")","""E18C9""",0.6
3,23,"""E18C9-Apr13-15-47-21"")","""E18C9""",1.6
5,46,"""E1647-Feb22-21-40-21"")","""E1647""",7.433333333333334
3,22,"""E18C9-Apr13-15-49-34"")","""E18C9""",2.716666666666667
3,14,"""E18C9-Apr13-15-52-47"")","""E18C9""",2.2
7,71,"""E2967-Feb22-20-49-35"")","""E2967""",62.95
3,30,"""E18C9-Apr13-15-55-22"")","""E18C9""",2.0166666666666666
3,14,"""E20EB-Feb22-21-51-20"")","""E20EB""",2.4833333333333334
3,28,"""E1635-Apr13-16-00-49"")","""E1635""",0.6666666666666666
3,50,"""E1635-Apr13-16-01-45"")","""E1635""",0.4
3,50,"""E1635-Apr13-16-02-28"")","""E1635""",0.6833333333333333
3,53,"""E1635-Apr13-16-03-24"")","""E1635""",0.6
3,46,"""E1635-Apr13-16-04-21"")","""E1635""",0.5666666666666667
3,38,"""E1635-Apr13-16-05-14"")","""E1635""",0.65
8,35,"""E18C9-Apr13-15-57-40"")","""E18C9""",10.85
4,63,"""E20EB-Feb22-21-58-22"")","""E20EB""",7.0
5,31,"""E1971-Apr13-16-06-41"")","""E1971""",7.266666666666667
3,36,"""E20EB-Feb22-22-07-23"")","""E20EB""",9.3
3,48,"""E1971-Apr13-16-14-19"")","""E1971""",12.35
3,50,"""E1971-Apr13-16-27-09"")","""E1971""",2.9333333333333336
3,59,"""E1971-Apr13-16-30-29"")","""E1971""",0.6833333333333333
3,49,"""E1971-Apr13-16-31-39"")","""E1971""",4.9
3,45,"""E1971-Apr13-16-36-51"")","""E1971""",6.566666666666666
3,51,"""E1971-Apr13-16-44-02"")","""E1971""",3.8166666666666664
3,12,"""E1971-Apr13-16-49-55"")","""E1971""",0.5333333333333333
9,59,"""E20EB-Feb22-22-18-42"")","""E20EB""",29.85
4,15,"""E1C8F-Feb22-23-15-15"")","""E1C8F""",4.116666666666666
3,14,"""E1FCB-Feb22-23-21-09"")","""E1FCB""",2.05
3,105,"""E20EB-Feb22-22-49-52"")","""E20EB""",36.666666666666664
4,56,"""E20EB-Feb22-23-26-45"")","""E20EB""",5.75
9,59,"""E1C8F-Feb22-23-26-16"")","""E1C8F""",14.133333333333333
3,19,"""E1FCB-Feb22-23-41-21"")","""E1FCB""",3.2333333333333334
3,18,"""E1FCB-Feb22-23-44-46"")","""E1FCB""",2.5
5,20,"""E1FCB-Feb22-23-47-35"")","""E1FCB""",3.6833333333333336
3,3,"""E1971-Apr13-17-57-06"")","""E1971""",0.7166666666666667
4,20,"""E1FCB-Feb22-23-51-28"")","""E1FCB""",4.466666666666667
2,1,"""E1971-Apr13-18-01-49"")","""E1971""",2.3833333333333333
4,33,"""E1FCB-Feb22-23-58-11"")","""E1FCB""",10.3
3,28,"""E1FCB-Feb23-00-08-51"")","""E1FCB""",7.366666666666666
